Age,Accessibility,EdLevel,Employment,Gender,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
>35,No,Other,0,Man,Dev,47,35,Germany,162147,Delphi;Git;Microsoft SQL Server;SQLite,4,0
<35,No,Other,1,Man,Dev,15,10,United States of America,155000,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Terraform;Yarn;Express;React.js;Spring;AWS;Heroku;DynamoDB;MySQL;PostgreSQL;Redis,21,1
<35,No,Undergraduate,1,Man,Dev,13,11,United Kingdom of Great Britain and Northern Ireland,118919,Java;Kotlin;SQL;Git;SQLite,5,0
>35,No,Master,1,Man,Dev,5,5,United States of America,140000,Python;Docker;Git;Terraform;Flask;AWS;DigitalOcean;Google Cloud Platform;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,15,0
>35,No,PhD,1,Man,Dev,25,14,United States of America,130000,Bash/Shell;HTML/CSS;JavaScript;Julia;Python;Docker;Git;Kubernetes;jQuery;Vue.js;AWS;Heroku;Microsoft Azure;PostgreSQL,14,0
>35,No,Master,1,Man,Dev,18,15,United States of America,115000,C#;F#;Java;JavaScript;PowerShell;SQL;Ansible;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Microsoft SQL Server,13,1
<35,No,Other,1,Man,Dev,11,9,United States of America,150000,Kotlin;Git;React.js;Svelte;Firebase,5,0
<35,No,Undergraduate,1,Man,NotDev,16,10,United States of America,130000,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;ASP.NET;ASP.NET Core ;jQuery;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server,13,1
<35,No,PhD,1,Man,Dev,16,2,United States of America,123000,C++;Go;HTML/CSS;JavaScript;Node.js;Python;Ansible;Docker;Git;Express;Vue.js;DigitalOcean;Elasticsearch;MongoDB;Redis,15,0
>35,No,Master,0,Man,Dev,19,13,United States of America,105000,Bash/Shell;Java;JavaScript;Perl;Python;R;Docker;Git;Flask;jQuery;AWS;MySQL;PostgreSQL,13,1
>35,No,Master,1,Man,NotDev,15,7,United States of America,110000,C#;Matlab;Unity 3D,3,0
<35,No,Other,0,Man,Dev,12,5,Hungary,120000,HTML/CSS;JavaScript;Node.js;PHP;Ruby;TypeScript;Docker;Git;Express;Gatsby;jQuery;React.js;Ruby on Rails;Vue.js;DigitalOcean;Heroku;Firebase;MariaDB;MySQL;Redis,20,1
>35,No,Undergraduate,0,Man,Dev,20,20,Germany,172950,Git;Oracle,2,0
>35,No,Undergraduate,1,Man,Dev,40,28,United States of America,170000,C#;TypeScript;Docker;Angular;ASP.NET Core ;AWS;PostgreSQL,7,0
<35,No,Undergraduate,1,Man,Dev,15,8,United States of America,150000,Python;R;SQL;Git;AWS,5,0
<35,No,Master,1,Man,Dev,10,5,United States of America,103000,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Oracle,10,1
>35,No,PhD,1,Man,NotDev,6,2,Germany,108098,Bash/Shell;Python;R;SQL;Git;PostgreSQL,6,0
>35,No,Undergraduate,0,Man,Dev,21,16,Switzerland,142308,Bash/Shell;C;HTML/CSS;JavaScript;Matlab;PHP;Python;R;SQL;VBA;Git;Django;jQuery;Heroku;MySQL;PostgreSQL;Redis,17,0
<35,No,Other,1,Man,Dev,13,13,Austria,110256,JavaScript;Node.js;TypeScript;Docker;Git;Yarn;React.js;Vue.js;AWS;DigitalOcean;PostgreSQL,11,0
<35,No,Undergraduate,1,Man,Dev,14,12,United States of America,160000,Clojure;Java;Python;Docker;Git;Terraform;FastAPI;AWS;Elasticsearch;PostgreSQL,10,0
>35,No,Undergraduate,1,Man,NotDev,35,8,United Kingdom of Great Britain and Northern Ireland,193889,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL;Ansible;Docker;Git;Kubernetes;Yarn;FastAPI;Elasticsearch;Microsoft SQL Server;MySQL;Redis,16,0
>35,No,PhD,1,Man,Dev,35,18,United States of America,193052,C++;Matlab;Python;Git,4,0
<35,No,Undergraduate,1,Man,Dev,4,4,United States of America,132000,Bash/Shell;Go;Python;Scala;Docker;Git;Terraform;Flask;AWS;MongoDB;PostgreSQL,11,0
>35,No,Undergraduate,1,Man,Dev,24,16,United States of America,148000,C;C#;HTML/CSS;JavaScript;PowerShell;SQL;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Elasticsearch;Microsoft SQL Server,12,0
>35,No,Undergraduate,1,Man,Dev,20,20,United States of America,135000,C#;C++;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle;Redis,18,1
<35,Yes,Undergraduate,1,Man,Dev,10,2,United States of America,179000,Assembly;Bash/Shell;C++;HTML/CSS;Java;JavaScript;Matlab;Python;Google Cloud Platform,9,0
>35,No,Master,0,Man,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,210050,C++;Java;JavaScript;Python;Git;Flask;Heroku,7,0
>35,No,Undergraduate,1,Man,Dev,30,15,Israel,157596,Python;Scala;Docker;Git;AWS;Elasticsearch;PostgreSQL,7,0
<35,No,Master,1,Man,Dev,12,8,Netherlands,108098,Bash/Shell;Java;Kotlin;PowerShell;Docker;Git;Kubernetes;React.js;Spring;AWS;DigitalOcean;MySQL;PostgreSQL,13,0
>35,No,Master,1,Man,Dev,8,4,United States of America,130000,JavaScript;Python;Docker;Angular;React.js;AWS;Heroku;PostgreSQL,8,0
>35,No,Undergraduate,0,Man,Dev,18,15,United States of America,141900,Groovy;HTML/CSS;Java;JavaScript;Python;SQL;Ansible;Git;Spring;AWS;DynamoDB;Microsoft SQL Server;MySQL;Redis,14,0
>35,No,Master,1,Man,Dev,30,24,Germany,129718,Java;SQL;Docker;Git;Spring;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,12,1
>35,No,Undergraduate,1,Man,Dev,13,13,United States of America,135000,C#;Java;PowerShell;Python;SQL;Flow;Git;AWS;Microsoft Azure;Microsoft SQL Server,10,1
<35,No,Undergraduate,1,Man,Dev,18,10,United Kingdom of Great Britain and Northern Ireland,103408,Bash/Shell;Go;JavaScript;Python;Ansible;Docker;Git;Kubernetes;Terraform;Angular;Django;Flask;jQuery;Vue.js;DigitalOcean;Google Cloud Platform;MariaDB;MySQL;PostgreSQL;Redis;SQLite,21,1
<35,No,Undergraduate,1,Man,Dev,13,4,United States of America,140000,C;C++;Python;Git;Django;SQLite,6,0
<35,No,Undergraduate,1,Man,Dev,18,10,Canada,121010,Bash/Shell;JavaScript;Ruby;TypeScript;Docker;Git;Yarn;Ruby on Rails;AWS;DigitalOcean;MySQL,11,0
>35,No,Undergraduate,1,Man,NotDev,39,26,United States of America,204700,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET;jQuery;AWS;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,15,1
<35,No,Other,1,Man,Dev,15,13,United Kingdom of Great Britain and Northern Ireland,155111,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;Swift;TypeScript;Docker;Git;Yarn;Laravel;Vue.js;AWS;Heroku;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,20,1
>35,No,Undergraduate,1,Man,Dev,23,22,United States of America,149000,C#;JavaScript;TypeScript;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,8,1
>35,No,Undergraduate,1,Man,Dev,30,5,United States of America,150000,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Node.js;Ruby;Swift;Git;jQuery,9,1
<35,No,Master,1,Man,Dev,10,7,Norway,118685,Bash/Shell;Java;Kotlin;Python;SQL;Docker;Git;Kubernetes;Spring;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;PostgreSQL,13,1
<35,No,Other,0,Man,Dev,7,4,Hungary,108100,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;Node.js;PowerShell;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;ASP.NET Core ;Express;React.js;Ruby on Rails;DigitalOcean;Heroku;Microsoft Azure;Firebase;Microsoft SQL Server;PostgreSQL;Redis;SQLite,27,1
<35,No,PhD,1,Man,Dev,10,6,United States of America,125000,Python;Docker;Git;MongoDB,4,0
>35,No,Undergraduate,1,Man,NotDev,28,16,United States of America,130000,Go;JavaScript;PHP;Python;SQL;Ansible;Docker;Git;Terraform;jQuery;Laravel;Vue.js;AWS;Google Cloud Platform;DynamoDB;MySQL;Redis,17,0
>35,No,Master,1,Man,Dev,25,15,Israel,164604,C++;Python;Docker;Git;Kubernetes;AWS;DynamoDB,7,0
<35,No,Undergraduate,1,Man,Dev,10,4,Germany,165000,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Angular;React.js;AWS;DigitalOcean;Google Cloud Platform;PostgreSQL;Redis,18,1
>35,No,Master,1,Man,Dev,37,28,United States of America,180000,C#;HTML/CSS;JavaScript;Docker;Git;ASP.NET Core ;Microsoft SQL Server;MySQL;Oracle;SQLite,10,1
<35,No,Other,1,Man,Dev,12,5,United States of America,150000,C++;Elixir;Python;Rust;Ansible;Docker;Git;Kubernetes;Terraform;FastAPI;Flask;AWS;Google Cloud Platform;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,18,0
<35,No,Master,1,Man,Dev,6,2,United States of America,170000,Bash/Shell;Go;HTML/CSS;Rust;TypeScript;Docker;Git;Kubernetes;Terraform;Google Cloud Platform;PostgreSQL;Redis;SQLite,13,1
<35,No,Undergraduate,1,Man,Dev,9,4,Israel,112068,HTML/CSS;Node.js;Python;TypeScript;Docker;Git;Kubernetes;Terraform;Angular;Express;AWS;DynamoDB;Elasticsearch;MongoDB,14,1
>35,No,Undergraduate,1,Man,Dev,17,13,Italy,129718,Bash/Shell;JavaScript;Node.js;Rust;TypeScript;Docker;Terraform;Express;React.js;AWS;Microsoft Azure;MongoDB;PostgreSQL;Redis,14,1
<35,No,Master,0,Man,Dev,15,7,Sweden,184092,Dart;Erlang;Haskell;Java;Python;Scala;Ansible;Docker;Git;Terraform;AWS;DigitalOcean;DynamoDB;MariaDB;MySQL;Redis,16,0
<35,No,Master,1,Man,Dev,9,3,United States of America,130000,Bash/Shell;C#;Julia;PowerShell;Python;R;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;ASP.NET;ASP.NET Core ;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;DynamoDB;Elasticsearch;PostgreSQL;Redis;SQLite,26,1
>35,No,Undergraduate,1,Man,Dev,30,24,United States of America,177000,Bash/Shell;C#;SQL;Docker;Git;Kubernetes;Cassandra;Elasticsearch;Microsoft SQL Server,9,1
>35,No,PhD,1,Man,Dev,48,33,Denmark,100728,Java;SQL;Spring,3,0
>35,No,Undergraduate,1,Man,Dev,13,13,United States of America,156000,C#;HTML/CSS;JavaScript;Git;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,7,0
<35,No,Undergraduate,1,Man,Dev,16,12,United States of America,135000,C;Java;JavaScript;Node.js;Python;SQL;Ansible;Docker;Git;Kubernetes;Express;React.js;Spring;AWS;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,19,1
<35,No,PhD,1,Man,Dev,9,4,United Kingdom of Great Britain and Northern Ireland,116333,JavaScript;Node.js;Python;Git;React.js;AWS;DynamoDB,7,0
<35,No,PhD,1,Man,Dev,25,8,United States of America,130000,Go;JavaScript;Matlab;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Puppet;Terraform;Yarn;Express;Flask;jQuery;React.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;Heroku;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,29,1
>35,No,Undergraduate,1,Man,Dev,35,20,United States of America,194620,Go;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Drupal;Express;React.js;AWS;DigitalOcean;Heroku;MongoDB;MySQL;Redis,15,1
<35,No,Master,1,Man,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,142185,C;C++;HTML/CSS;JavaScript;Julia;Node.js;Python;Docker;Git;Unreal Engine;React.js;Google Cloud Platform;Firebase,13,0
>35,No,Master,1,Man,Dev,30,15,Switzerland,152473,Bash/Shell;C#;Delphi;HTML/CSS;JavaScript;Perl;PHP;SQL;VBA;Ansible;jQuery;MongoDB;MySQL;Oracle;SQLite,15,1
<35,No,Undergraduate,1,Man,Dev,8,2,Israel,101568,JavaScript;TypeScript;Git;Yarn;React.js,5,0
>35,No,Other,0,Man,Dev,35,23,Netherlands,162147,C#;PowerShell;SQL;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,7,0
>35,No,Master,1,Man,Dev,38,25,United States of America,129000,Bash/Shell;C#;HTML/CSS;JavaScript;Perl;PHP;SQL;Git;Angular;Angular.js;ASP.NET;Drupal;jQuery;Laravel;Symfony;AWS;Google Cloud Platform;MariaDB;Microsoft SQL Server;MySQL,20,1
>35,No,Undergraduate,1,Man,Dev,39,35,United States of America,115000,C#;C++;Objective-C;ASP.NET;ASP.NET Core ,5,0
<35,No,PhD,1,Man,NotDev,20,7,United Kingdom of Great Britain and Northern Ireland,161574,Python;Docker;Git;AWS;IBM Cloud or Watson;SQLite,6,0
<35,No,Undergraduate,1,Man,Dev,14,9,United States of America,105000,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;Git;jQuery;AWS;MySQL;Oracle,10,0
>35,No,Master,1,Man,NotDev,31,20,United States of America,130000,HTML/CSS;Java;JavaScript;Python;R;SQL;Docker;jQuery,8,0
<35,No,Undergraduate,1,Man,Dev,15,9,Israel,122580,C#;Python;Git,3,0
<35,No,Undergraduate,1,Man,Dev,15,7,United Kingdom of Great Britain and Northern Ireland,127967,Java;Kotlin;SQL;Git;AWS;Google Cloud Platform;Firebase,7,0
>35,No,Other,1,Man,Dev,13,11,United States of America,135000,C#;SQL;VBA;ASP.NET;Microsoft SQL Server;Oracle;SQLite,7,1
>35,No,Undergraduate,1,Man,Dev,32,17,United Kingdom of Great Britain and Northern Ireland,125382,Go;Java;Scala;Docker;Git;React.js;Google Cloud Platform,7,0
>35,No,Undergraduate,0,Man,Dev,35,25,Ireland,162147,HTML/CSS;Java;JavaScript;SQL;Git;jQuery;Spring;IBM DB2;Oracle;PostgreSQL,10,0
>35,No,Other,1,Man,Dev,24,20,United States of America,165000,Bash/Shell;Go;Groovy;HTML/CSS;Python;Ruby;Ansible;Docker;Git;Kubernetes;Terraform;Flask;Ruby on Rails;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,21,1
<35,No,Master,1,Man,Dev,16,9,United States of America,130000,C#;Dart;JavaScript;SQL;Git;ASP.NET Core ;jQuery;Firebase;Microsoft SQL Server,9,1
>35,No,Undergraduate,1,Man,Dev,24,16,Canada,121010,Python;Docker;Git;Yarn;Django;FastAPI;Svelte;Microsoft Azure;PostgreSQL;SQLite,10,0
>35,No,Undergraduate,1,Man,Dev,25,15,United States of America,165000,HTML/CSS;Java;JavaScript;Node.js;Python;Ruby;SQL;Git;jQuery;Ruby on Rails;Vue.js;AWS;Google Cloud Platform;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,17,1
>35,No,Other,0,Man,Dev,25,21,Germany,108100,HTML/CSS;JavaScript;PHP;Docker;Git;Yarn;React.js;Symfony;Vue.js;Elasticsearch,10,0
<35,No,Undergraduate,1,Man,Dev,14,4,Switzerland,109781,C;C#;Java;PowerShell;SQL;Git;Microsoft Azure;Microsoft SQL Server;Oracle,9,1
>35,No,Undergraduate,1,Man,Dev,37,32,United States of America,165000,Groovy;Java;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Yarn;Angular.js;jQuery;React.js;Spring;AWS;Microsoft Azure;DynamoDB;Elasticsearch;MySQL;PostgreSQL,20,1
>35,No,Undergraduate,1,Man,Dev,15,10,United States of America,140000,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Git;Xamarin;Angular.js;jQuery;Laravel;Vue.js;DigitalOcean;Microsoft SQL Server;MySQL;SQLite,16,1
>35,No,Other,1,Man,Dev,28,23,United States of America,110000,C#;HTML/CSS;SQL;Git;ASP.NET Core ;Microsoft SQL Server,6,0
<35,No,Undergraduate,1,Man,Dev,18,12,United States of America,180000,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Flow;Git;Terraform;Yarn;Django;React.js;AWS;DigitalOcean;PostgreSQL,17,1
>35,No,Undergraduate,1,Man,Dev,20,10,United Kingdom of Great Britain and Northern Ireland,129250,Bash/Shell;Python;R;SQL;Git;Microsoft Azure;Microsoft SQL Server,7,0
<35,No,Undergraduate,1,Man,Dev,5,2,United States of America,145000,C++;Python;Ansible;Docker;Git;Unity 3D;Unreal Engine;Flask;AWS;Google Cloud Platform;MongoDB;PostgreSQL,12,0
<35,No,Other,1,Man,Dev,7,6,United States of America,141000,Java;JavaScript;SQL;Docker;Git;Spring;AWS;MariaDB;MySQL;Redis,10,0
>35,No,Master,0,Man,Dev,14,12,France,168636,HTML/CSS;Java;JavaScript;Node.js;Scala;SQL;TypeScript;Docker;Git;Angular;Heroku;MongoDB;PostgreSQL,13,1
<35,No,Undergraduate,1,Man,Dev,11,7,United States of America,102974,C#;JavaScript;PowerShell;TypeScript;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft SQL Server,9,1
>35,No,Undergraduate,1,Man,Dev,35,35,United States of America,175000,C#;F#;Docker;Git;AWS;Microsoft SQL Server,6,0
>35,No,Undergraduate,1,Man,Dev,37,23,United States of America,171000,Bash/Shell;C;C#;C++;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;Redis,15,1
>35,No,Undergraduate,1,Man,Dev,20,14,United Kingdom of Great Britain and Northern Ireland,104700,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;Docker;Git;Kubernetes;Unity 3D;Yarn;Flask;React.js;AWS;Google Cloud Platform,15,0
<35,No,Master,1,Man,NotDev,19,6,United States of America,200000,SQL;Git;Microsoft Azure;MySQL,4,0
<35,No,Undergraduate,1,Man,Dev,15,10,Ukraine,122350,C#;HTML/CSS;JavaScript;Docker;Git;Kubernetes;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;Redis,10,0
<35,No,Undergraduate,1,Man,Dev,14,10,United States of America,200000,Bash/Shell;Go;Python;Rust;Ansible;Docker;Git;Terraform;AWS;Google Cloud Platform;MongoDB,11,0
<35,No,Undergraduate,1,Man,Dev,6,3,United States of America,122000,Swift;Git,2,0
>35,No,Undergraduate,1,Man,Dev,21,13,United States of America,170000,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;ASP.NET;ASP.NET Core ;jQuery;AWS;Couchbase;DynamoDB;Elasticsearch;Microsoft SQL Server;Redis,21,1
>35,No,Undergraduate,0,Man,Dev,32,18,United Kingdom of Great Britain and Northern Ireland,113100,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Git;jQuery;SQLite,8,1
>35,No,Undergraduate,1,Man,Dev,20,14,United States of America,145000,Java;JavaScript;Node.js;TypeScript;Git;Kubernetes;Yarn;Angular.js;React.js;Svelte;Vue.js;AWS;Google Cloud Platform;Heroku;Microsoft Azure,15,1
>35,No,Undergraduate,0,Man,Dev,25,12,Germany,140527,Java;JavaScript;SQL;Docker;Git;React.js;Spring;AWS;Cassandra;Oracle,10,0
>35,No,PhD,1,Man,Dev,16,7,United States of America,196950,C;Matlab;Python;R;Git;Terraform;Django;FastAPI;AWS;MongoDB;PostgreSQL,11,0
>35,No,Other,1,Man,Dev,30,10,United Kingdom of Great Britain and Northern Ireland,124089,APL;Haskell;HTML/CSS;Node.js;TypeScript;Docker;Git;Yarn;Express;React.js;AWS,11,0
>35,No,Master,1,Man,Dev,14,14,United Kingdom of Great Britain and Northern Ireland,168037,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;R;TypeScript;Docker;Git;Yarn;Flask;Ruby on Rails;Vue.js;AWS;PostgreSQL;Redis;SQLite,18,1
>35,No,Master,0,Man,Dev,25,20,Switzerland,152473,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL;Docker;Git;Express;jQuery;Ruby on Rails;Spring;AWS;DigitalOcean;Google Cloud Platform;Cassandra;Elasticsearch;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;Redis,27,1
>35,No,Master,0,Man,Dev,30,25,Ukraine,195744,C++;Git,2,0
<35,No,Undergraduate,1,Man,Dev,14,10,United States of America,120000,C#;Docker;Git;Kubernetes;ASP.NET Core ;Redis,6,0
>35,No,Undergraduate,1,Woman,Dev,8,7,United States of America,162000,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;React.js;Heroku;Microsoft Azure;Microsoft SQL Server;PostgreSQL,15,1
>35,No,Undergraduate,0,Man,Dev,11,10,United States of America,102000,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;Ansible;Docker;Git;Yarn;Django;jQuery;AWS;DigitalOcean;Heroku;Elasticsearch;PostgreSQL,17,0
>35,No,Master,1,Man,Dev,25,17,Switzerland,106731,Assembly;C#;C++;Docker;Git,5,0
>35,No,PhD,1,Man,Dev,37,10,United Kingdom of Great Britain and Northern Ireland,139600,Python;Docker;Git;AWS;PostgreSQL;SQLite,6,0
>35,No,PhD,1,Woman,Dev,39,19,United States of America,160000,C;C++;Matlab;Python;R;Scala;SQL;Docker;Git;Flask;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;PostgreSQL,15,0
<35,No,Other,1,Man,Dev,10,5,United States of America,108000,Elixir;HTML/CSS;JavaScript;SQL;Docker;Git;Kubernetes;Elasticsearch;PostgreSQL;Redis,10,0
<35,No,Other,0,Man,Dev,7,5,Netherlands,129700,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Express;React.js;AWS;DigitalOcean;MariaDB,11,0
>35,No,Master,1,Man,Dev,18,17,United Kingdom of Great Britain and Northern Ireland,180963,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Angular;Express;AWS;DynamoDB;Elasticsearch;Firebase,13,0
<35,No,Undergraduate,1,Man,Dev,15,10,United States of America,105600,Bash/Shell;C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Perl;PHP;PowerShell;Python;Ruby;Rust;SQL;Swift;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Yarn;ASP.NET;ASP.NET Core ;Django;jQuery;Laravel;Spring;Vue.js;AWS;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,44,1
<35,No,Master,1,Man,Dev,18,7,United States of America,180000,HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Terraform;React.js;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;PostgreSQL,16,1
<35,No,Undergraduate,1,Man,Dev,7,7,United States of America,190000,JavaScript;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Express;Ruby on Rails;AWS;MySQL;PostgreSQL;Redis,14,0
<35,No,Undergraduate,1,NonBinary,Dev,14,6,United States of America,200000,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;Git;React.js;AWS;DynamoDB;PostgreSQL;SQLite,12,1
<35,No,Other,1,Man,Dev,6,6,United States of America,125000,JavaScript;Python;Scala;Docker;Git;Kubernetes;Django;Flask;React.js;AWS;Google Cloud Platform;DynamoDB;Firebase;PostgreSQL,14,0
>35,No,PhD,0,Woman,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,125000,Python;R;Docker;Git;AWS,5,0
<35,No,Master,1,Man,Dev,13,6,United States of America,150000,C++;Go;Java;JavaScript;Python;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Terraform;Angular;React.js;AWS;Google Cloud Platform;Firebase;MySQL,18,0
<35,No,Undergraduate,1,NonBinary,Dev,5,3,United States of America,114000,C#;HTML/CSS;Java;JavaScript;SQL;Git;Angular.js;ASP.NET;jQuery;AWS;MongoDB;MySQL,12,1
<35,No,Undergraduate,1,Man,Dev,5,4,United States of America,105000,C#;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;Python;SQL;TypeScript;Docker;Git;Yarn;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;AWS;DigitalOcean;Heroku;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL,25,1
>35,No,Undergraduate,1,Man,Dev,10,7,United States of America,160000,Bash/Shell;JavaScript;Node.js;Python;Ruby;Rust;SQL;Docker;Git;Terraform;Ruby on Rails;AWS;PostgreSQL;Redis,14,0
<35,No,NoHigherEd,1,Man,Dev,18,10,United States of America,120000,HTML/CSS;JavaScript;TypeScript;Yarn;Express;React.js;Ruby on Rails;Heroku;Firebase;MongoDB;MySQL;PostgreSQL,12,0
>35,No,Undergraduate,1,Man,Dev,35,29,United Kingdom of Great Britain and Northern Ireland,103408,Bash/Shell;C++;HTML/CSS;Java;PHP;Python;SQL;Terraform;AWS;MariaDB;MySQL;PostgreSQL;Redis;SQLite,14,1
>35,No,Master,1,Man,Dev,30,28,Israel,105072,C#;JavaScript;SQL;TypeScript;Docker;Unity 3D;ASP.NET;ASP.NET Core ;React.js;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,13,1
<35,No,Other,1,Man,Dev,18,12,United States of America,115000,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Ansible;Git;jQuery;Laravel;AWS;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,18,1
>35,No,Master,0,Man,NotDev,45,44,France,135100,HTML/CSS;Java;SQL;TypeScript;Docker;Kubernetes;Terraform;Gatsby;React.js;AWS;Google Cloud Platform,11,0
>35,No,Master,0,Man,Dev,22,11,United Kingdom of Great Britain and Northern Ireland,103408,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Docker;Flow;Git;Puppet;Unity 3D;Yarn;Angular;Angular.js;Drupal;Express;Gatsby;jQuery;Laravel;React.js;Vue.js;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Redis;SQLite,28,1
<35,No,Undergraduate,1,Man,Dev,15,10,United States of America,140000,C;C++;Python;SQL;Docker;Git;MySQL,7,0
>35,Yes,Other,1,Man,Dev,37,37,United States of America,110000,HTML/CSS;Java;Rust;SQL;Git;PostgreSQL,6,0
>35,No,Master,0,Man,Dev,30,13,Netherlands,216196,HTML/CSS;Python;Rust;SQL;Docker;Git;Django;Google Cloud Platform;Microsoft Azure;MySQL;PostgreSQL,11,0
